event_type,severity,country,hour_of_day,is_attack_event,is_business_hours
privilege_escalation,critical,AU,17,True,False
vpn_login,low,US,16,False,True
brute_force_attempt,high,DE,3,True,False
vpn_login,low,US,16,False,True
vpn_login,critical,DE,14,False,True
vpn_login,low,DE,19,False,False
failed_login,medium,IN,2,False,False
vpn_login,low,AU,2,False,False
failed_login,medium,IN,18,False,False
vpn_login,medium,AU,15,False,True
failed_login,high,ER,14,False,True
account_lockout,medium,CA,15,False,True
vpn_login,low,DE,18,False,False
vpn_login,low,AU,20,False,False
failed_login,medium,CA,19,False,False
failed_login,high,CA,21,False,False
suspicious_ip_activity,high,CA,18,True,False
successful_login,critical,GB,15,False,True
failed_login,medium,GB,21,False,False
vpn_login,critical,FR,21,False,False
privilege_escalation,critical,DE,16,True,True
malware_alert,high,IN,15,True,True
failed_login,low,US,18,False,False
vpn_login,low,US,20,False,False
failed_login,high,JP,16,False,True
suspicious_ip_activity,critical,US,16,True,True
successful_login,critical,US,4,False,False
account_lockout,medium,GB,14,False,True
vpn_login,low,US,14,False,True
privilege_escalation,medium,CA,9,True,True
account_lockout,medium,US,1,False,False
brute_force_attempt,medium,SG,18,True,False
malware_alert,medium,CA,22,True,False
successful_login,low,JP,0,False,False
failed_login,medium,GB,19,False,False
privilege_escalation,medium,GB,14,True,True
successful_login,medium,GB,21,False,False
failed_login,high,GB,13,False,True
vpn_login,low,DE,16,False,True
successful_login,medium,AU,17,False,False
malware_alert,high,SG,3,True,False
account_lockout,high,CA,2,False,False
malware_alert,high,US,21,True,False
successful_login,low,BR,14,False,True
malware_alert,low,US,22,True,False
successful_login,low,AU,14,False,True
failed_login,low,GB,7,False,False
brute_force_attempt,high,AU,21,True,False
vpn_login,medium,US,9,False,True
suspicious_ip_activity,high,CA,3,True,False
suspicious_ip_activity,critical,GB,15,True,True
brute_force_attempt,high,US,14,True,True
failed_login,low,US,14,False,True
vpn_login,low,DE,15,False,True
failed_login,low,US,10,False,True
failed_login,low,GB,15,False,True
suspicious_ip_activity,high,FR,12,True,True
failed_login,high,US,22,False,False
vpn_login,low,SG,9,False,True
failed_login,medium,GB,20,False,False
vpn_login,low,DE,0,False,False
suspicious_ip_activity,low,FR,14,True,True
account_lockout,medium,US,16,False,True
successful_login,high,US,5,False,False
failed_login,medium,US,16,False,True
successful_login,medium,AU,22,False,False
vpn_login,low,IN,16,False,True
vpn_login,high,US,18,False,False
malware_alert,high,GB,19,True,False
suspicious_ip_activity,critical,GB,15,True,True
brute_force_attempt,low,AU,15,True,True
account_lockout,medium,US,20,False,False
vpn_login,low,US,19,False,False
brute_force_attempt,high,JP,14,True,True
vpn_login,low,JP,18,False,False
failed_login,medium,US,15,False,True
successful_login,medium,BR,7,False,False
failed_login,medium,US,19,False,False
successful_login,low,GB,15,False,True
failed_login,medium,AU,21,False,False
suspicious_ip_activity,high,JP,19,True,False
account_lockout,low,DE,11,False,True
account_lockout,high,AU,14,False,True
vpn_login,low,US,17,False,False
successful_login,critical,US,19,False,False
suspicious_ip_activity,critical,GB,18,True,False
account_lockout,medium,US,0,False,False
successful_login,medium,US,11,False,True
vpn_login,high,DE,19,False,False
account_lockout,critical,GB,21,False,False
successful_login,critical,GB,14,False,True
brute_force_attempt,medium,US,3,True,False
successful_login,low,US,16,False,True
brute_force_attempt,critical,US,19,True,False
privilege_escalation,medium,US,16,True,True
brute_force_attempt,low,JP,5,True,False
account_lockout,low,US,12,False,True
account_lockout,low,US,15,False,True
failed_login,low,US,17,False,False
failed_login,low,BR,19,False,False
successful_login,medium,CA,2,False,False
account_lockout,low,DE,17,False,False
malware_alert,high,FR,17,True,False
brute_force_attempt,medium,US,9,True,True
successful_login,critical,DE,20,False,False
brute_force_attempt,high,CA,1,True,False
failed_login,low,US,11,False,True
vpn_login,medium,AU,19,False,False
privilege_escalation,critical,US,17,True,False
account_lockout,critical,IN,21,False,False
successful_login,medium,GB,5,False,False
successful_login,low,DE,20,False,False
failed_login,high,US,16,False,True
privilege_escalation,critical,RO,8,True,False
failed_login,low,JP,4,False,False
account_lockout,low,US,17,False,False
failed_login,critical,US,15,False,True
successful_login,low,FR,18,False,False
successful_login,medium,FR,11,False,True
failed_login,low,GB,20,False,False
account_lockout,low,GB,15,False,True
brute_force_attempt,high,US,15,True,True
suspicious_ip_activity,high,BR,15,True,True
vpn_login,low,DE,17,False,False
malware_alert,high,DE,4,True,False
vpn_login,high,DE,9,False,True
successful_login,low,JP,18,False,False
vpn_login,high,DE,14,False,True
failed_login,critical,GB,21,False,False
failed_login,medium,AU,16,False,True
malware_alert,high,GB,20,True,False
vpn_login,low,US,18,False,False
failed_login,low,US,16,False,True
successful_login,low,JP,21,False,False
account_lockout,medium,JP,14,False,True
successful_login,low,GB,16,False,True
suspicious_ip_activity,low,GB,22,True,False
failed_login,high,JP,20,False,False
suspicious_ip_activity,medium,US,19,True,False
failed_login,low,US,0,False,False
failed_login,medium,US,21,False,False
failed_login,critical,IE,6,False,False
privilege_escalation,low,US,8,True,False
successful_login,low,DE,17,False,False
vpn_login,low,US,14,False,True
suspicious_ip_activity,high,GB,19,True,False
failed_login,high,US,22,False,False
vpn_login,low,FR,15,False,True
successful_login,medium,JP,15,False,True
malware_alert,medium,DE,4,True,False
malware_alert,high,US,14,True,True
successful_login,high,AU,21,False,False
failed_login,low,DE,1,False,False
suspicious_ip_activity,high,GB,17,True,False
failed_login,low,US,18,False,False
account_lockout,low,US,11,False,True
vpn_login,low,JP,17,False,False
failed_login,low,US,21,False,False
vpn_login,low,GB,1,False,False
account_lockout,medium,US,20,False,False
vpn_login,low,JP,21,False,False
failed_login,low,US,7,False,False
successful_login,medium,AU,17,False,False
successful_login,medium,AU,18,False,False
account_lockout,high,DE,2,False,False
successful_login,low,DE,23,False,False
successful_login,medium,IN,11,False,True
failed_login,high,MZ,22,False,False
vpn_login,medium,US,5,False,False
account_lockout,medium,IN,19,False,False
account_lockout,medium,GB,19,False,False
successful_login,medium,US,14,False,True
successful_login,medium,US,19,False,False
account_lockout,medium,US,18,False,False
successful_login,low,GB,18,False,False
failed_login,low,GB,15,False,True
successful_login,high,GB,20,False,False
successful_login,low,US,20,False,False
vpn_login,low,AU,17,False,False
suspicious_ip_activity,low,CA,0,True,False
failed_login,low,US,17,False,False
suspicious_ip_activity,critical,US,17,True,False
failed_login,critical,DE,4,False,False
successful_login,critical,JP,12,False,True
successful_login,low,CA,17,False,False
vpn_login,medium,GB,17,False,False
successful_login,low,US,7,False,False
account_lockout,low,DE,20,False,False
successful_login,low,JP,15,False,True
failed_login,low,DE,23,False,False
successful_login,low,GB,21,False,False
failed_login,medium,US,15,False,True
account_lockout,medium,US,20,False,False
suspicious_ip_activity,high,CA,20,True,False
failed_login,medium,DE,5,False,False
malware_alert,critical,DE,17,True,False
successful_login,medium,GB,17,False,False
vpn_login,medium,DE,3,False,False
malware_alert,high,GB,16,True,True
failed_login,medium,US,19,False,False
vpn_login,medium,US,16,False,True
suspicious_ip_activity,medium,US,20,True,False
account_lockout,low,US,2,False,False
malware_alert,high,FR,19,True,False
successful_login,low,IN,19,False,False
successful_login,medium,GB,16,False,True
failed_login,low,BR,3,False,False
successful_login,critical,JP,19,False,False
vpn_login,medium,US,16,False,True
failed_login,medium,CA,19,False,False
privilege_escalation,high,CA,21,True,False
failed_login,low,DE,4,False,False
failed_login,critical,CD,15,False,True
suspicious_ip_activity,high,US,16,True,True
failed_login,medium,US,21,False,False
account_lockout,medium,IN,11,False,True
failed_login,high,PA,15,False,True
successful_login,high,US,18,False,False
account_lockout,low,US,4,False,False
brute_force_attempt,medium,GB,17,True,False
vpn_login,critical,US,15,False,True
account_lockout,critical,US,14,False,True
successful_login,high,AU,20,False,False
successful_login,medium,US,8,False,False
successful_login,high,DE,18,False,False
failed_login,medium,CA,21,False,False
failed_login,critical,GB,16,False,True
suspicious_ip_activity,high,FR,13,True,True
failed_login,low,US,18,False,False
vpn_login,medium,US,16,False,True
brute_force_attempt,high,AU,4,True,False
successful_login,medium,US,17,False,False
successful_login,low,DE,19,False,False
account_lockout,low,AU,18,False,False
brute_force_attempt,critical,US,20,True,False
suspicious_ip_activity,critical,US,22,True,False
failed_login,medium,JP,19,False,False
failed_login,medium,FR,23,False,False
brute_force_attempt,high,AU,5,True,False
privilege_escalation,critical,JP,17,True,False
successful_login,high,DE,15,False,True
suspicious_ip_activity,high,GB,11,True,True
successful_login,low,JP,23,False,False
failed_login,medium,GB,17,False,False
successful_login,high,US,20,False,False
successful_login,high,US,15,False,True
vpn_login,low,AU,23,False,False
brute_force_attempt,low,US,16,True,True
vpn_login,medium,US,19,False,False
suspicious_ip_activity,high,US,17,True,False
failed_login,low,GB,16,False,True
malware_alert,critical,AU,5,True,False
suspicious_ip_activity,critical,US,15,True,True
successful_login,high,US,11,False,True
successful_login,medium,GB,6,False,False
suspicious_ip_activity,critical,AU,20,True,False
failed_login,medium,CA,15,False,True
account_lockout,low,US,15,False,True
failed_login,high,CZ,8,False,False
successful_login,low,CA,20,False,False
privilege_escalation,medium,GB,18,True,False
successful_login,medium,DE,16,False,True
failed_login,low,BR,4,False,False
account_lockout,low,DE,17,False,False
successful_login,low,US,4,False,False
vpn_login,low,DE,10,False,True
suspicious_ip_activity,high,GB,18,True,False
successful_login,low,US,6,False,False
successful_login,medium,GB,21,False,False
successful_login,medium,US,22,False,False
vpn_login,medium,JP,5,False,False
privilege_escalation,critical,US,19,True,False
successful_login,low,DE,14,False,True
malware_alert,medium,DE,23,True,False
suspicious_ip_activity,medium,US,16,True,True
failed_login,critical,BW,15,False,True
successful_login,critical,SG,18,False,False
suspicious_ip_activity,high,US,21,True,False
malware_alert,medium,US,14,True,True
failed_login,critical,BF,15,False,True
failed_login,low,DE,16,False,True
malware_alert,critical,US,15,True,True
successful_login,medium,DE,22,False,False
account_lockout,low,JP,4,False,False
successful_login,high,US,19,False,False
suspicious_ip_activity,medium,GB,21,True,False
successful_login,low,US,15,False,True
account_lockout,high,DE,17,False,False
failed_login,low,US,2,False,False
malware_alert,medium,DE,15,True,True
malware_alert,medium,SG,16,True,True
vpn_login,low,DE,10,False,True
privilege_escalation,high,US,16,True,True
suspicious_ip_activity,high,US,22,True,False
brute_force_attempt,high,JP,10,True,True
successful_login,low,US,21,False,False
vpn_login,high,CA,16,False,True
successful_login,low,US,16,False,True
failed_login,low,IN,0,False,False
vpn_login,medium,JP,1,False,False
privilege_escalation,critical,FR,14,True,True
malware_alert,high,JP,17,True,False
account_lockout,medium,JP,0,False,False
failed_login,low,GB,3,False,False
failed_login,low,JP,15,False,True
successful_login,low,JP,0,False,False
account_lockout,high,GB,16,False,True
vpn_login,critical,JP,17,False,False
privilege_escalation,critical,FR,17,True,False
failed_login,medium,DE,20,False,False
failed_login,medium,GB,10,False,True
privilege_escalation,high,SG,20,True,False
suspicious_ip_activity,high,GB,19,True,False
successful_login,high,US,1,False,False
account_lockout,medium,SG,19,False,False
vpn_login,low,BR,13,False,True
malware_alert,high,GB,14,True,True
successful_login,low,JP,17,False,False
brute_force_attempt,low,CA,9,True,True
malware_alert,critical,FR,20,True,False
successful_login,medium,GB,15,False,True
account_lockout,low,DE,18,False,False
successful_login,low,GB,16,False,True
failed_login,medium,SG,19,False,False
failed_login,low,US,7,False,False
successful_login,low,FR,15,False,True
failed_login,low,GB,16,False,True
vpn_login,medium,FR,22,False,False
successful_login,low,US,21,False,False
privilege_escalation,high,FR,18,True,False
successful_login,medium,DE,9,False,True
malware_alert,high,US,2,True,False
failed_login,high,GB,16,False,True
account_lockout,high,US,21,False,False
failed_login,low,FR,19,False,False
failed_login,low,DE,15,False,True
account_lockout,low,CA,21,False,False
successful_login,low,GB,15,False,True
failed_login,medium,GB,17,False,False
malware_alert,high,US,5,True,False
malware_alert,critical,US,1,True,False
successful_login,medium,US,14,False,True
malware_alert,high,GB,21,True,False
failed_login,low,US,14,False,True
successful_login,high,FR,0,False,False
brute_force_attempt,high,DE,22,True,False
successful_login,medium,AU,23,False,False
vpn_login,high,CA,5,False,False
successful_login,critical,US,16,False,True
successful_login,high,IN,21,False,False
failed_login,low,AU,1,False,False
successful_login,critical,FR,14,False,True
vpn_login,medium,FR,14,False,True
suspicious_ip_activity,high,SG,14,True,True
suspicious_ip_activity,high,US,14,True,True
failed_login,low,US,13,False,True
suspicious_ip_activity,critical,JP,15,True,True
vpn_login,low,US,20,False,False
successful_login,low,GB,19,False,False
failed_login,low,US,17,False,False
account_lockout,low,CA,6,False,False
vpn_login,medium,CA,17,False,False
privilege_escalation,low,JP,21,True,False
account_lockout,medium,US,18,False,False
privilege_escalation,critical,GB,14,True,True
malware_alert,medium,DE,12,True,True
failed_login,critical,US,21,False,False
malware_alert,critical,DE,18,True,False
vpn_login,low,US,18,False,False
vpn_login,medium,JP,17,False,False
successful_login,low,GB,10,False,True
vpn_login,critical,FR,13,False,True
account_lockout,low,FR,17,False,False
failed_login,low,AU,17,False,False
account_lockout,high,US,15,False,True
failed_login,low,AU,17,False,False
successful_login,low,GB,15,False,True
account_lockout,low,FR,15,False,True
account_lockout,low,US,15,False,True
privilege_escalation,critical,US,21,True,False
account_lockout,low,AU,21,False,False
failed_login,low,CA,18,False,False
failed_login,high,AU,14,False,True
vpn_login,low,JP,17,False,False
suspicious_ip_activity,high,FR,15,True,True
successful_login,low,AU,17,False,False
successful_login,low,AU,15,False,True
privilege_escalation,medium,US,21,True,False
suspicious_ip_activity,high,US,16,True,True
account_lockout,medium,GB,16,False,True
successful_login,medium,DE,17,False,False
successful_login,low,US,16,False,True
successful_login,critical,US,21,False,False
failed_login,low,DE,15,False,True
failed_login,low,US,17,False,False
vpn_login,low,JP,15,False,True
failed_login,high,GB,23,False,False
account_lockout,medium,GB,15,False,True
account_lockout,low,US,18,False,False
failed_login,medium,GB,14,False,True
suspicious_ip_activity,medium,US,19,True,False
brute_force_attempt,medium,JP,20,True,False
successful_login,high,US,15,False,True
brute_force_attempt,critical,US,17,True,False
vpn_login,high,IN,17,False,False
failed_login,high,US,2,False,False
successful_login,high,US,15,False,True
vpn_login,critical,AU,21,False,False
failed_login,medium,AU,17,False,False
failed_login,critical,FR,1,False,False
successful_login,high,GB,5,False,False
account_lockout,medium,US,17,False,False
failed_login,high,DE,17,False,False
brute_force_attempt,high,US,5,True,False
brute_force_attempt,low,US,18,True,False
malware_alert,medium,GB,7,True,False
vpn_login,medium,US,3,False,False
account_lockout,low,US,4,False,False
failed_login,medium,US,21,False,False
failed_login,low,IN,3,False,False
failed_login,low,DE,18,False,False
account_lockout,critical,GB,19,False,False
vpn_login,medium,CA,22,False,False
successful_login,medium,AU,21,False,False
successful_login,low,US,2,False,False
malware_alert,critical,US,21,True,False
brute_force_attempt,high,JP,18,True,False
vpn_login,low,US,15,False,True
failed_login,medium,SG,15,False,True
successful_login,medium,DE,21,False,False
vpn_login,high,US,15,False,True
failed_login,medium,GB,19,False,False
brute_force_attempt,high,CA,7,True,False
successful_login,medium,IN,17,False,False
brute_force_attempt,high,BR,18,True,False
account_lockout,low,DE,13,False,True
successful_login,high,FR,15,False,True
account_lockout,medium,US,20,False,False
failed_login,high,GB,21,False,False
failed_login,critical,GB,20,False,False
malware_alert,critical,US,7,True,False
malware_alert,high,DE,16,True,True
failed_login,medium,JP,16,False,True
successful_login,low,JP,16,False,True
suspicious_ip_activity,critical,US,16,True,True
failed_login,medium,FR,19,False,False
suspicious_ip_activity,high,DE,21,True,False
privilege_escalation,low,JP,10,True,True
failed_login,low,IN,7,False,False
vpn_login,low,GB,16,False,True
successful_login,low,GB,14,False,True
failed_login,critical,US,19,False,False
vpn_login,medium,SG,3,False,False
successful_login,high,BR,11,False,True
account_lockout,high,DE,21,False,False
vpn_login,low,AU,18,False,False
brute_force_attempt,high,US,18,True,False
suspicious_ip_activity,low,AU,14,True,True
vpn_login,medium,DE,11,False,True
malware_alert,high,US,16,True,True
successful_login,low,FR,14,False,True
successful_login,medium,IN,15,False,True
malware_alert,high,US,17,True,False
account_lockout,high,US,18,False,False
failed_login,high,JP,14,False,True
vpn_login,medium,CA,6,False,False
vpn_login,low,JP,11,False,True
malware_alert,critical,US,3,True,False
failed_login,medium,FR,23,False,False
failed_login,critical,US,20,False,False
malware_alert,high,US,16,True,True
suspicious_ip_activity,critical,IN,21,True,False
suspicious_ip_activity,critical,DE,18,True,False
privilege_escalation,high,US,17,True,False
failed_login,low,DE,21,False,False
account_lockout,medium,AU,1,False,False
brute_force_attempt,critical,AU,19,True,False
successful_login,low,US,18,False,False
failed_login,low,US,21,False,False
successful_login,high,US,19,False,False
malware_alert,critical,US,12,True,True
suspicious_ip_activity,high,US,21,True,False
failed_login,critical,US,17,False,False
vpn_login,high,CA,15,False,True
successful_login,medium,AU,11,False,True
successful_login,high,US,18,False,False
vpn_login,low,US,16,False,True
malware_alert,low,GB,19,True,False
suspicious_ip_activity,critical,DE,18,True,False
suspicious_ip_activity,high,GB,15,True,True
vpn_login,high,US,14,False,True
vpn_login,low,US,1,False,False
brute_force_attempt,critical,AU,17,True,False
vpn_login,low,FR,18,False,False
successful_login,medium,SG,15,False,True
vpn_login,low,CA,17,False,False
successful_login,medium,AU,18,False,False
vpn_login,high,US,4,False,False
failed_login,low,GB,17,False,False
brute_force_attempt,low,JP,21,True,False
successful_login,low,US,1,False,False
brute_force_attempt,critical,DE,1,True,False
failed_login,medium,DE,15,False,True
account_lockout,high,US,17,False,False
suspicious_ip_activity,critical,AU,17,True,False
successful_login,medium,US,19,False,False
failed_login,low,GB,22,False,False
vpn_login,low,US,15,False,True
failed_login,low,JP,8,False,False
successful_login,low,FR,18,False,False
brute_force_attempt,medium,US,14,True,True
successful_login,low,US,17,False,False
vpn_login,high,GB,19,False,False
malware_alert,medium,US,19,True,False
vpn_login,critical,IN,14,False,True
suspicious_ip_activity,high,AU,16,True,True
vpn_login,high,DE,19,False,False
successful_login,low,DE,11,False,True
account_lockout,low,IN,21,False,False
successful_login,medium,US,2,False,False
successful_login,high,DE,4,False,False
brute_force_attempt,medium,AU,10,True,True
failed_login,medium,JP,17,False,False
account_lockout,high,US,17,False,False
vpn_login,medium,US,15,False,True
successful_login,critical,FR,19,False,False
suspicious_ip_activity,high,US,20,True,False
malware_alert,medium,GB,6,True,False
successful_login,medium,DE,18,False,False
vpn_login,low,US,16,False,True
successful_login,medium,DE,18,False,False
failed_login,low,GB,16,False,True
vpn_login,medium,FR,19,False,False
vpn_login,critical,AU,16,False,True
suspicious_ip_activity,low,US,5,True,False
successful_login,high,US,19,False,False
failed_login,low,SG,0,False,False
failed_login,high,CA,8,False,False
failed_login,low,DE,14,False,True
vpn_login,low,US,14,False,True
successful_login,low,IN,20,False,False
privilege_escalation,low,GB,21,True,False
vpn_login,high,CA,10,False,True
successful_login,critical,US,15,False,True
account_lockout,critical,DE,9,False,True
vpn_login,high,JP,12,False,True
failed_login,low,DE,5,False,False
successful_login,medium,SG,21,False,False
brute_force_attempt,critical,US,21,True,False
failed_login,medium,JP,22,False,False
successful_login,low,GB,14,False,True
vpn_login,high,US,14,False,True
successful_login,low,US,1,False,False
vpn_login,critical,AU,14,False,True
successful_login,low,US,21,False,False
vpn_login,medium,FR,16,False,True
failed_login,low,BR,14,False,True
suspicious_ip_activity,medium,SG,16,True,True
privilege_escalation,critical,US,21,True,False
successful_login,medium,FR,18,False,False
suspicious_ip_activity,medium,GB,16,True,True
successful_login,medium,IN,0,False,False
failed_login,high,US,15,False,True
failed_login,medium,IN,16,False,True
successful_login,low,US,19,False,False
suspicious_ip_activity,low,US,16,True,True
malware_alert,high,DE,17,True,False
successful_login,medium,AU,17,False,False
privilege_escalation,critical,GB,6,True,False
failed_login,critical,GB,15,False,True
account_lockout,low,DE,14,False,True
vpn_login,medium,US,8,False,False
malware_alert,critical,GB,20,True,False
failed_login,critical,US,16,False,True
failed_login,low,BR,18,False,False
privilege_escalation,critical,US,1,True,False
suspicious_ip_activity,high,US,17,True,False
successful_login,low,US,15,False,True
failed_login,medium,GB,4,False,False
account_lockout,medium,US,15,False,True
brute_force_attempt,high,DE,15,True,True
vpn_login,low,JP,14,False,True
failed_login,high,JP,16,False,True
failed_login,high,GB,16,False,True
successful_login,low,GB,23,False,False
privilege_escalation,critical,BR,17,True,False
privilege_escalation,critical,US,20,True,False
successful_login,high,US,18,False,False
suspicious_ip_activity,medium,US,18,True,False
malware_alert,critical,AU,19,True,False
failed_login,low,GB,19,False,False
failed_login,critical,RS,15,False,True
vpn_login,high,GB,16,False,True
suspicious_ip_activity,high,SG,14,True,True
failed_login,low,US,5,False,False
suspicious_ip_activity,critical,US,7,True,False
privilege_escalation,critical,US,17,True,False
successful_login,low,GB,13,False,True
vpn_login,low,JP,14,False,True
privilege_escalation,low,IN,11,True,True
suspicious_ip_activity,low,GB,17,True,False
successful_login,medium,AU,21,False,False
failed_login,low,JP,20,False,False
malware_alert,high,US,16,True,True
suspicious_ip_activity,high,US,19,True,False
vpn_login,low,FR,15,False,True
failed_login,high,US,10,False,True
suspicious_ip_activity,critical,US,16,True,True
vpn_login,low,JP,18,False,False
successful_login,high,AU,19,False,False
successful_login,medium,US,15,False,True
successful_login,medium,IN,17,False,False
brute_force_attempt,high,CA,16,True,True
account_lockout,high,JP,14,False,True
malware_alert,high,US,15,True,True
malware_alert,critical,US,1,True,False
malware_alert,high,US,12,True,True
privilege_escalation,critical,JP,20,True,False
account_lockout,low,DE,20,False,False
successful_login,medium,CA,17,False,False
brute_force_attempt,medium,US,17,True,False
suspicious_ip_activity,critical,JP,21,True,False
account_lockout,medium,FR,14,False,True
failed_login,medium,JP,14,False,True
successful_login,critical,US,17,False,False
account_lockout,medium,DE,0,False,False
vpn_login,high,GB,16,False,True
vpn_login,low,JP,5,False,False
brute_force_attempt,critical,GB,19,True,False
successful_login,low,GB,14,False,True
account_lockout,high,JP,9,False,True
vpn_login,critical,US,11,False,True
successful_login,medium,GB,2,False,False
suspicious_ip_activity,high,DE,14,True,True
failed_login,high,FR,12,False,True
suspicious_ip_activity,high,GB,9,True,True
successful_login,medium,JP,17,False,False
vpn_login,high,JP,2,False,False
malware_alert,high,US,21,True,False
account_lockout,medium,JP,21,False,False
malware_alert,low,US,21,True,False
malware_alert,high,US,18,True,False
vpn_login,critical,DE,18,False,False
failed_login,critical,US,17,False,False
vpn_login,low,DE,18,False,False
suspicious_ip_activity,critical,FR,17,True,False
successful_login,low,US,20,False,False
account_lockout,low,GB,3,False,False
successful_login,low,JP,18,False,False
account_lockout,medium,US,11,False,True
account_lockout,medium,CA,14,False,True
suspicious_ip_activity,high,DE,6,True,False
successful_login,high,AU,16,False,True
successful_login,low,JP,17,False,False
vpn_login,low,GB,11,False,True
privilege_escalation,critical,GB,5,True,False
malware_alert,low,US,15,True,True
suspicious_ip_activity,critical,US,14,True,True
vpn_login,critical,US,2,False,False
failed_login,medium,JP,20,False,False
successful_login,low,DE,17,False,False
vpn_login,medium,US,18,False,False
successful_login,high,JP,21,False,False
account_lockout,medium,US,14,False,True
account_lockout,medium,FR,10,False,True
successful_login,high,US,16,False,True
malware_alert,low,IN,19,True,False
malware_alert,high,DE,7,True,False
successful_login,medium,CA,17,False,False
successful_login,critical,CA,20,False,False
failed_login,medium,US,23,False,False
vpn_login,low,GB,16,False,True
successful_login,low,CA,22,False,False
privilege_escalation,high,AU,17,True,False
account_lockout,low,GB,8,False,False
vpn_login,low,US,19,False,False
successful_login,low,FR,18,False,False
brute_force_attempt,high,CA,6,True,False
vpn_login,medium,US,5,False,False
failed_login,low,DE,15,False,True
successful_login,low,AU,15,False,True
failed_login,high,IN,9,False,True
successful_login,medium,US,17,False,False
successful_login,low,US,3,False,False
successful_login,medium,US,23,False,False
vpn_login,high,GB,12,False,True
failed_login,low,US,14,False,True
suspicious_ip_activity,critical,US,16,True,True
brute_force_attempt,critical,FR,6,True,False
successful_login,low,DE,17,False,False
malware_alert,high,DE,16,True,True
failed_login,low,DE,17,False,False
suspicious_ip_activity,high,GB,17,True,False
successful_login,high,AU,8,False,False
failed_login,critical,GB,2,False,False
account_lockout,critical,CA,15,False,True
successful_login,low,GB,16,False,True
malware_alert,medium,JP,16,True,True
account_lockout,high,JP,20,False,False
account_lockout,low,JP,21,False,False
malware_alert,high,DE,19,True,False
failed_login,low,AU,16,False,True
suspicious_ip_activity,critical,US,15,True,True
privilege_escalation,high,JP,18,True,False
vpn_login,low,GB,4,False,False
successful_login,medium,DE,18,False,False
suspicious_ip_activity,critical,US,17,True,False
account_lockout,high,US,23,False,False
vpn_login,high,DE,15,False,True
vpn_login,medium,US,0,False,False
suspicious_ip_activity,high,US,19,True,False
successful_login,high,FR,11,False,True
suspicious_ip_activity,medium,DE,18,True,False
account_lockout,low,US,21,False,False
vpn_login,medium,US,15,False,True
successful_login,low,GB,15,False,True
successful_login,medium,US,21,False,False
account_lockout,medium,BR,3,False,False
successful_login,high,BR,14,False,True
failed_login,critical,KE,4,False,False
successful_login,low,US,17,False,False
successful_login,critical,US,19,False,False
malware_alert,high,US,16,True,True
failed_login,medium,DE,15,False,True
successful_login,low,IN,16,False,True
successful_login,low,US,20,False,False
successful_login,medium,US,18,False,False
successful_login,critical,GB,15,False,True
failed_login,high,US,20,False,False
successful_login,medium,JP,16,False,True
vpn_login,low,DE,21,False,False
malware_alert,critical,JP,6,True,False
failed_login,low,JP,8,False,False
account_lockout,medium,GB,15,False,True
successful_login,low,SG,19,False,False
vpn_login,medium,GB,20,False,False
privilege_escalation,critical,CA,16,True,True
failed_login,low,US,19,False,False
suspicious_ip_activity,critical,GB,15,True,True
vpn_login,high,US,19,False,False
successful_login,low,JP,15,False,True
vpn_login,critical,JP,20,False,False
successful_login,low,SG,17,False,False
malware_alert,critical,JP,15,True,True
account_lockout,low,AU,21,False,False
successful_login,medium,FR,19,False,False
account_lockout,high,BR,15,False,True
suspicious_ip_activity,high,FR,15,True,True
vpn_login,critical,AU,15,False,True
suspicious_ip_activity,medium,US,16,True,True
malware_alert,high,US,18,True,False
successful_login,medium,AU,11,False,True
malware_alert,critical,US,19,True,False
vpn_login,low,US,8,False,False
privilege_escalation,critical,CA,16,True,True
failed_login,medium,JP,15,False,True
successful_login,low,US,1,False,False
vpn_login,medium,GB,21,False,False
account_lockout,medium,US,20,False,False
successful_login,medium,US,17,False,False
brute_force_attempt,medium,JP,16,True,True
vpn_login,high,GB,3,False,False
failed_login,high,DE,19,False,False
successful_login,high,AU,16,False,True
successful_login,high,SG,21,False,False
account_lockout,high,US,16,False,True
vpn_login,low,SG,21,False,False
failed_login,medium,US,7,False,False
suspicious_ip_activity,medium,GB,13,True,True
malware_alert,high,US,15,True,True
malware_alert,medium,US,4,True,False
successful_login,low,JP,20,False,False
vpn_login,low,US,16,False,True
account_lockout,critical,JP,17,False,False
failed_login,critical,DE,13,False,True
successful_login,medium,GB,19,False,False
vpn_login,low,US,18,False,False
vpn_login,high,GB,8,False,False
account_lockout,high,JP,1,False,False
failed_login,medium,DE,18,False,False
account_lockout,medium,US,21,False,False
successful_login,low,DE,15,False,True
vpn_login,medium,AU,10,False,True
account_lockout,medium,DE,17,False,False
account_lockout,high,IN,22,False,False
vpn_login,critical,DE,21,False,False
successful_login,low,CA,7,False,False
failed_login,low,IN,2,False,False
account_lockout,medium,US,19,False,False
failed_login,high,BF,8,False,False
suspicious_ip_activity,medium,AU,20,True,False
suspicious_ip_activity,medium,GB,21,True,False
account_lockout,low,BR,6,False,False
failed_login,medium,DE,21,False,False
successful_login,medium,DE,14,False,True
malware_alert,high,GB,3,True,False
malware_alert,high,AU,21,True,False
privilege_escalation,medium,US,13,True,True
successful_login,medium,US,7,False,False
failed_login,high,GB,2,False,False
account_lockout,medium,US,20,False,False
vpn_login,low,US,15,False,True
account_lockout,low,US,16,False,True
